"df.data_coleta","od","dbo","turbidez","pH","coliformes","nt_total","p_total","temperatura","tds","IQA"
"2008-07-16",3.1,4,11.7,6.9,35000,2,0.5,19.7,210,31.3726760659745
"2008-09-10",0.7,4,6.51,7.1,350,4,0.5,22.7,256,31.9803515509026
"2008-09-24",2.2,4,7.41,7.1,11000,2,0.5,22.7,231,32.087600764774
"2008-11-24",0.9,3,51.4,7.1,53000,3.33,0.16,24.6,233,26.923888253853
"2008-11-26",1.9,4,26.2,7,20000,2.67,0.22,26.7,213,31.0965433986753
"2009-01-07",4.1,6,190,7,56000,0.6,2,24.2,289,19.7819320488314
"2009-01-21",3.5,6,123,7.1,34000,0.2,1,24.9,249,34.326841224542
"2009-03-03",3.1,5,88.5,7,21000,0.8,0.6,27,236,33.0439398905348
"2009-03-11",2.4,4,43.4,6.6,80000,0.8,2,24.5,186,27.4053670854362
"2009-05-19",2.8,5,17.5,7,44000,2,0.8,22.7,194,27.4316273397933
"2009-05-25",1.3,4,10.3,7,37000,2,1,23.9,244,23.7463750699138
"2009-07-27",2.7,5,32.9,7,51000,1,1,20.7,236,25.2985670526918
"2009-07-29",2.4,9,37.9,7,66000,2,2,21.8,259,29.9432948381211
"2009-09-29",1.1,5,22.8,7,86000,2,1,25,205,21.1419707222913
"2009-09-30",1.1,6,21.7,7,36000,2,1,23.6,211,25.0741991754902
"2009-11-10",1.7,11,315,7,48000,0.9,2,30.1,539,10.7411872903029
"2009-11-17",1.7,7,221,6.8,36000,0.8,1,27.9,336,13.6432992538452
"2010-01-20",4.9,5,241,6.6,77000,0.3,0.2,25.9,496,17.0354346074103
"2010-01-25",5.7,5,204,6.8,64000,0.2,0.07,27.3,318,21.1664284298813
"2010-03-02",5.4,3,85.6,6.9,22000,0.3,0.4,24.9,312,43.2184705376265
"2010-03-10",3.7,5,18,6.9,37000,1,0.4,25.5,124,33.2996590336999
"2010-05-18",2.9,4,9.22,6.9,8000,0.9,1,20.3,173,30.8160788486298
"2010-05-24",3.5,5,10.3,7.3,22000,1,0.5,20.1,202,32.8564254516205
"2010-07-15",1.1,18,137,6.8,4500,1,11,18.4,307,22.152489185479
"2010-07-28",0.1,6,11.7,7.3,41000,0.6,0.3,19,215,25.3107510670306
"2010-09-28",0.5,11,59.7,6.9,150000,2,0.5,22.5,242,23.3102413401262
"2010-09-29",0.6,11,51.3,6.9,560,1,0.4,22.4,265,34.3221513251659
"2010-11-03",0.8,4,11.9,7,2000,2,0.5,24.5,251,29.9196359368282
"2010-11-16",1.8,5,12.3,6.9,4500,2,0.5,25.3,233,31.4993435061581
"2011-01-24",2.6,21,1910,6.6,2e+05,0.7,0.2,26.3,1830,20.8554068622044
"2011-01-25",4.2,4,121,6.9,1e+05,0.4,0.3,26.5,207,36.9632856972082
"2011-03-01",3.8,13,384,6.6,220000,0.5,0.2,25,474,10.2173920055767
"2011-03-15",4.3,4,79.7,6.9,17000,0.4,0.2,25.3,173,41.4387186575181
"2011-05-18",2.8,4,13.1,7.2,9700,1,0.2,19.5,192,36.0531295620773
"2011-05-25",2.3,4,9.27,7.4,8800,1,0.09,18.9,216,35.827278743634
"2011-07-19",2.3,4,8.22,7.2,5400,2,0.285,19.3,249,35.1719765824038
"2011-07-26",1.2,4,9.12,7.1,14000,2,0.147,19.5,275,30.1560136833033
"2011-09-27",0.5,4,4.42,7.3,4800,3,0.011,22.5,266,30.363586865965
"2011-09-28",4.1,6,4.95,7.6,2500,3,0.64,25.3,292,44.6182187354348
"2011-11-09",0.5,6,13.7,7.2,6000,2,0.423,25.8,304,29.9240269281731
"2011-11-16",3.8,19,672,6.6,44000,0.6,1.38,23,863,23.4858825573833
"2012-01-09",3.1,11,348,6.9,33666.6666666667,0.9,0.007,25.6,523,12.8082478156508
"2012-01-30",4.8,6,90.7,7.2,117666.666666667,0.5,0.353,22.8,157,39.3194702796983
"2012-03-13",3,5,21.1,6.9,20000,0.9,0.007,26.7,169,35.956032648087
"2012-03-14",2.4,5,20,6.9,25333.3333333333,0.7,0.096,26.4,158,32.9129436427299
"2012-05-29",3.4,4,12.3,6.9,29000,1,0.064,20.6,176,36.414627354937
"2012-05-30",3.4,4,10.1,7,19333.3333333333,2,0.089,20.4,135,37.0613363400727
"2012-07-17",4.6,6,15.8,6.9,7342333.33333333,1,0.227,16.8,155,36.6458857521313
"2012-07-30",2.4,9,16.6,7,7351000,1,0.164,19.7,157,31.8802525192331
"2012-09-05",2.5,7,8.38,7.1,14766.6666666667,2,0.388,20.1,235,36.2122245559567
"2012-09-10",0.6,5,5.85,7.1,20300,3,0.604,23.6,271,23.6165377571641
"2012-11-21",1.81,5,15.4,6.9,21333.3333333333,3,1.38,26.2,240,28.0220975359397
"2012-11-27",1.3,4,21.1,7.1,21333.3333333333,1,0.249,24.3,226,29.0202717334202
"2013-01-15",4.5,10,241,7.2,20300,0.9,0.262,22.9,356,19.6068712447486
"2013-01-30",2.4,6,32.6,7.2,23333.3333333333,2,0.107,25.2,201,36.7590780415736
"2013-03-12",3.4,12,482,6.8,61000,0.7,0.629,24.8,716,7.00162647643109
"2013-03-26",3.2,7,66.1,6.9,28666.6666666667,0.5,0.182,23.6,182,39.9910885982944
"2013-05-14",3.2,4,8.97,7,17760,2,0.007,20.6,229,37.5489724934326
"2013-05-28",2.8,6,42.9,7.1,20000,2,0.2,19.2,326,36.7589613353887
"2013-07-16",2.8,5,17.5,7.2,17760,3,0.3,19.5,222,31.888034431279
"2013-07-30",3.4,5,13.3,7.4,53566.6666666667,2,0.3,16,187,31.2844194134226
"2013-09-10",1.6,5,5.34,7.1,23333.3333333333,4,0.6,21.6,272,26.6090500716208
"2013-09-25",0.9,5,8.42,7.1,21333.3333333333,4,0.6,21.3,268,24.2326507357829
"2013-11-06",3.2,7,141,6.7,19166.6666666667,1,0.4,21.6,330,38.6109065936423
"2013-11-27",1.4,5,25.8,6.8,23333.3333333333,3,0.4,24.1,248,26.4825799202198
"2014-01-14",7.7,6,40.5,7.1,20333.3333333333,5,0.4,27,242,45.4977045644916
"2014-01-28",1.2,5,26.6,7.1,21333.3333333333,2,0.5,29,237,26.0988409163339
"2014-03-12",2.1,6,48.7,7,20000,2,0.4,27,323,34.1876469982337
"2014-03-31",0.8,12,18.1,7.1,28666.6666666667,5,0.9,26.1,356,24.1975784089241
"2014-05-13",1.4,15,16.5,7.3,251000,7,1,20.9,487,22.280565687096
"2014-05-27",0.8,6,10.3,7,34333.3333333333,5,0.5,19.9,309,26.6656664151365
"2014-07-15",1.3,14,14.3,7.4,324333.333333333,9,1,19.2,487,21.7183361108556
"2014-07-29",0.5,20,16.8,7.1,251000,6,1,18.5,406,16.0137482049449
"2014-09-09",1.9,11,16.7,7.4,251000,9,1,23.5,436,23.6575967838853
"2014-09-30",1,7,14.2,7.1,28666.6666666667,5,0.5,24.3,332,27.7994957059242
"2014-11-11",1.4,9,24.8,7.1,22000,9,0.6,25.9,271,27.8303745764796
"2014-11-26",0.4,25,318,7.7,54333.3333333333,17,2,25.8,849,6.44435149070862
"2015-01-13",3.1,7,43.5,7.1,19333.3333333333,4,0.4,29.6,298,37.0655784910606
"2015-01-27",1.5,6,773,6.5,32333.3333333333,3,0.4,24.9,858,23.9933224798434
"2015-03-11",4,5,254,6.9,20300,0.7,0.3,25.3,388,15.9866438373197
"2015-03-24",4.4,6,90.3,6.7,18433.3333333333,0.6,0.2,23.6,213,45.1409538500699
"2015-05-12",2.7,4,107,7,34333.3333333333,3,0.2,20.8,254,33.4382779929796
"2015-05-26",1.6,3,7.7,7.2,19166.6666666667,4,0.5,22,237,29.2896424372839
"2015-07-15",2.2,6,8.42,7.2,21333.3333333333,4,0.6,20.4,267,32.2555927914922
"2015-07-29",2,5,9.77,7.2,23333.3333333333,4,0.6,18.3,248,27.1699053639413
"2015-09-22",3.7,4,10.1,7.5,22000,4,0.5,25.6,305,34.4319759875439
"2015-09-29",2.1,4,75.1,7.1,23333.3333333333,3,0.3,24.1,206,32.0911219603788
"2015-11-11",3.3,5,29.8,7.2,28666.6666666667,2,0.3,28.6,305,33.3706584589759
"2015-11-25",3.8,8,115,6.8,21333.3333333333,1,0.2,23.9,269,42.5500682126251
"2016-01-19",4.9,3,230,6.6,39000,0.8,0.4,25.2,338,18.3614489769471
"2016-01-27",4.5,3,76.6,6.5,29333.3333333333,0.5,0.3,25.9,198,40.5067584241089
"2016-03-16",5.1,3,1010,6.7,32333.3333333333,0.9,0.8,25,1040,28.600607279407
"2016-03-30",4.1,3,87.4,6.7,29333.3333333333,0.9,0.3,25.1,197,39.0880297879028
"2016-05-11",3.2,3,6.9,6.8,17333.3333333333,3,0.3,22.1,177,36.1398715511474
"2016-05-30",4.6,3,12,6.7,29333.3333333333,2,0.2,19.6,179,38.6580616369865
"2016-07-13",4.7,3,15,6.6,19333.3333333333,2,0.3,20.1,143,38.9082866757807
"2016-07-27",3.3,3,14,7.1,29333.3333333333,2,0.3,18.5,182,34.570315923781
"2016-09-26",3.6,3,4.8,7.2,19666.6666666667,5,1,24.6,313,31.5617170230922
"2016-09-28",2.4,3,5.1,7.2,23333.3333333333,5,0.5,20.6,295,31.1545894523405
"2016-11-23",3.6,2,28,7,32333.3333333333,2,0.4,25.2,200,35.8301634128917
"2016-11-30",3.6,3,20,7.1,21333.3333333333,3,0.4,25.1,228,35.7023944819186
"2017-01-10",2.2,3,219,6.9,27666.6666666667,3,0.6,28.4,413,14.9091249236277
"2017-01-24",4.8,2,140,6.8,34333.3333333333,0.8,0.3,24.9,243,42.4830485005685
"2017-03-21",4.9,5,65,6.9,23333.3333333333,0.7,0.8,25.6,205,35.2712491773579
"2017-03-29",2.9,2,19,6.9,25333.3333333333,2,0.3,23.9,146,35.3389170871467
"2017-05-10",4,3,18,7.1,44000,1,0.2,22.3,178,37.1246075691864
"2017-05-30",4.3,3,23,6.8,94333.3333333333,1,0.2,20.9,135,35.9572034343263
"2017-07-12",4,6,7.4,7.2,20000,3,0.189666666666667,19.3,153,41.4462019561109
"2017-07-26",2.2,11,10,7.1,29333.3333333333,4,0.5,17.8,169,31.4831673593179
"2017-09-20",5.4,5,5.1,7.4,23333.3333333333,5,0.6,25.7,244,36.8391384074598
"2017-09-27",1.7,7,5.8,7.2,20300,6,0.6,23,281,30.5898572865352
"2017-11-07",4,8,23,7.1,46333.3333333333,3,0.3,24.8,204,38.1024703904276
"2017-11-29",3.7,3,38,6.9,22000,0.8,0.3,24.2,201,36.701812487423
"2018-01-03",3.8,6,120,6.9,21333.3333333333,0.7,2,25.2,273,39.0944976277378
"2018-01-10",4.4,6,80,7,29333.3333333333,0.5,0.3,23.6,202,43.2243791084557
"2018-03-19",6.7,5,24,7,29333.3333333333,2,0.3,28.4,226,40.4751581093417
"2018-03-26",2.6,6,34,6.9,25333.3333333333,2,0.3,26.5,173,35.6617005457992
"2018-05-07",3.4,6,5.9,7.2,17733.3333333333,4,0.6,24,211,37.031112364411
"2018-05-14",1.8,4,4.5,7,23333.3333333333,5,0.5,22,249,28.5846141145096
"2018-07-11",3.9,7,5.4,6.9,34333.3333333333,6,0.9,18.7,319,32.6430539339569
"2018-07-18",2,5,4.5,7.3,34333.3333333333,6,0.7,17.1,308,25.6591104739483
"2018-09-04",3.6,7,4.7,7.2,18100,5,1,21.5,294,33.4590964301384
"2018-09-12",1.7,9,4.9,7.2,28666.6666666667,6,1,21.2,324,26.979632293396
"2018-11-06",3.9,6,20,6.9,23333.3333333333,2,0.3,24.6,218,40.001623674436
"2018-11-21",1,10,85,6.7,20000,2,0.8,23.5,314,27.5801906491837
"2019-01-15",4,9,31,6.7,25333.3333333333,1,0.4,28.6,164,39.3737712288374
"2019-01-29",2.6,5,85,6.8,23333.3333333333,2,0.5,27.7,244,31.7146925079186
"2019-03-12",4.4,8,32,6.8,94333.3333333333,0.5,0.24,26.9,174,39.7429662842804
"2019-03-13",4.1,6,29,6.4,25333.3333333333,0.5,0.24,26.5,140,40.6804344212021
"2019-05-07",3.7,3,14,6.8,32333.3333333333,2.58,0.4,25.5,195,35.4051456339454
"2019-05-14",2.6,3,11,6.6,30666.6666666667,2.3,0.3,24.2,172,33.0775641321153
"2019-07-15",4.4,8,8.1,7,23333.3333333333,2.4,0.4,19.4,235,39.9867997132317
"2019-07-22",2.2,9,6.1,7,44333.3333333333,3.7,0.5,17.6,211,31.1756223906063
"2019-09-10",1.8,6,7.9,6.9,14233.3333333333,5,0.6,23.1,267,31.7777526119985
"2019-09-11",5,9,7.3,7,19333.3333333333,6,0.6,25,319,40.6001669985717
"2019-11-26",5.1,9,34,7,23333.3333333333,3,0.4,26.5,302,42.0601266806587
"2019-11-27",2.7,7,32,6.9,19333.3333333333,4,0.4,26.5,310,35.0628077890354
"2020-02-12",5.7,4,90,6.7,34000,1,0.2,24.7,213,42.7278397795815
"2020-06-24",4.1,5.66666666666667,6.8,7,19166.6666666667,6,0.5,19.7,236,38.0420702188014
"2020-08-19",1.8,6.33333333333333,55,6.5,34000,5,0.8,21.2,275,27.5288851525367
"2020-10-27",4.8,5.66666666666667,11,7.3,23333.3333333333,5,0.6,26.5,280,40.347115893133
"2020-12-09",3.6,5.33333333333333,150,6.4,21333.3333333333,1,0.6,25.9,304,38.189862126266
"2021-02-24",3,5.33333333333333,22,6.6,20000,2.15,0.4,28.3,159,36.9797170918728
"2021-06-08",4.2,7.66666666666667,7.1,6.8,22000,3.4,0.5,19.9,283,38.3710150704191
"2021-08-16",3.4,8,7.1,7,74333.3333333333,5.9,1,21.5,343,29.9833099895414
"2021-11-08",5.2,7,13,6.8,28666.6666666667,3,0.7,27.9,353,40.2292496520396
"2022-03-22",4.8,5.33333333333333,22,6.5,32333.3333333333,1.12,0.2,26.6,196,43.2552967328261
"2022-05-17",2.7,6.66666666666667,5.3,7.3,34333.3333333333,3.24,0.5,21.6,303,34.1453328933143
"2022-08-23",4.4,9.33333333333333,4.4,7.3,34000,4,0.7,21.1,374,36.473605881222
"2022-11-08",4.5,6.33333333333333,9.4,6.7,18100,4,0.4,24.4,295,41.4658678391943
"2023-02-01",5.3,11,380,6.8,91000,1,0.4,24.8,428,11.7494982597412
"2023-05-17",4.1,5,6.9,7.1,34333.3333333333,2,0.2,20.7,179,35.7850465484015
"2023-08-16",3,7.33333333333333,7.2,7.3,23333.3333333333,7,0.4,22.6,300,35.5353730761373
"2023-12-05",3.5,11,340,7.3,91000,1,0.4,27.2,418,11.9758086428152
"2024-02-14",2.1,11.6666666666667,650,6.5,61000,2,0.8,25.7,674,22.5892981798669
"2024-05-21",3.7,7,9,6.9,23333.3333333333,6,0.6,24.8,270,36.2080920970124
"2024-08-20",4.8,7,5.6,7.5,18100,6,0.6,21.6,300,39.7355153235567
"2024-11-12",5.1,4.33333333333333,80,7,25333.3333333333,1,0.3,25.6,196,41.3362002583497
"2025-02-11",3.6,5.66666666666667,95,7.1,34000,2,0.4,26.8,234,39.5702093958608
"2025-05-20",3.7,6.33333333333333,5.4,6.8,25333.3333333333,3.03,0.4,22.1,229,38.4718909362213
"2025-08-19",3.6,8.66666666666667,6,7.5,74333.3333333333,5.9,0.611333333333333,20.5,330,33.228774634084
